nodeType;properties;superTypes;childNodes;abstract;package;filename;location;
PHLU.Neos.NodeTypes:Event;_removed, _creationDateTime, _lastModificationDateTime, _lastPublicationDateTime, _path, _name, _nodeType, _hidden, _hiddenBeforeDateTime, _hiddenAfterDateTime, teaserHeadline, teaserText, teaserImage, date, location;PHLU.Neos.NodeTypes:Content, PHLU.Neos.NodeTypes:TeaserMixin;;1;PHLU.Neos.NodeTypes;NodeTypes.Event.yaml;Application;
PHLU.Neos.NodeTypes:ContentCollection.Events;_removed, _creationDateTime, _lastModificationDateTime, _lastPublicationDateTime, _path, _name, _nodeType;PHLU.Neos.NodeTypes:ContentCollection;;0;PHLU.Neos.NodeTypes;NodeTypes.Event.yaml;Application;
PHLU.Neos.NodeTypes:Events;_removed, _creationDateTime, _lastModificationDateTime, _lastPublicationDateTime, _path, _name, _nodeType, _hidden, _hiddenBeforeDateTime, _hiddenAfterDateTime;PHLU.Neos.NodeTypes:Content;main: PHLU.Neos.NodeTypes:ContentCollection.Events;1;PHLU.Neos.NodeTypes;NodeTypes.Event.yaml;Application;
PHLU.Neos.NodeTypes:TeaserMixin;teaserHeadline, teaserText, teaserImage;;;0;PHLU.Neos.NodeTypes;NodeTypes.Mixins.yaml;Application;
PHLU.Neos.NodeTypes:TagMixin;tags;;;0;PHLU.Neos.NodeTypes;NodeTypes.Mixins.yaml;Application;
PHLU.Neos.NodeTypes:PlainTextMixin;text;;;0;PHLU.Neos.NodeTypes;NodeTypes.Mixins.yaml;Application;
PHLU.Neos.NodeTypes:NewsItem;_removed, _creationDateTime, _lastModificationDateTime, _lastPublicationDateTime, _path, _name, _nodeType, _hidden, _hiddenBeforeDateTime, _hiddenAfterDateTime, teaserHeadline, teaserText, teaserImage;PHLU.Neos.NodeTypes:Content, PHLU.Neos.NodeTypes:TeaserMixin;;1;PHLU.Neos.NodeTypes;NodeTypes.NewsItem.yaml;Application;
PHLU.Neos.NodeTypes:Tag;_removed, _creationDateTime, _lastModificationDateTime, _lastPublicationDateTime, _path, _name, _nodeType, _hidden, _hiddenBeforeDateTime, _hiddenAfterDateTime, label, icon;PHLU.Neos.NodeTypes:Content;;0;PHLU.Neos.NodeTypes;NodeTypes.Tags.yaml;Application;
TYPO3.Neos.Seo:TitleTagMixin;titleOverride;;;1;TYPO3.Neos.Seo;NodeTypes.Mixins.yaml;Application;
TYPO3.Neos.Seo:SeoMetaTagsMixin;metaDescription, metaKeywords, metaRobotsNoindex, metaRobotsNofollow;;;1;TYPO3.Neos.Seo;NodeTypes.Mixins.yaml;Application;
TYPO3.Neos.Seo:TwitterCardMixin;twitterCardType, twitterCardCreator, twitterCardTitle, twitterCardDescription, twitterCardImage;;;1;TYPO3.Neos.Seo;NodeTypes.Mixins.yaml;Application;
TYPO3.Neos.Seo:CanonicalLinkMixin;canonicalLink;;;1;TYPO3.Neos.Seo;NodeTypes.Mixins.yaml;Application;
TYPO3.Neos.Seo:OpenGraphMixin;openGraphType, openGraphTitle, openGraphDescription, openGraphImage;;;1;TYPO3.Neos.Seo;NodeTypes.Mixins.yaml;Application;
TYPO3.Neos.Seo:XmlSitemapMixin;xmlSitemapChangeFrequency, xmlSitemapPriority;;;1;TYPO3.Neos.Seo;NodeTypes.Mixins.yaml;Application;
